AppID;Name;Release date;Estimated owners;Peak CCU;Required age;Price;DLC count;Supported languages;Website;Windows;Mac;Linux;Metacritic score;Positive;Negative;Achievements;Recommendations;Notes;Average playtime forever;Developers;Tags
20200;Galactic Bowling;21.10.2008;0 - 20000;0;0;19.99;0;['English'];http://www.galacticbowling.net;1;0;0;0;6;11;30;0;;0;Perpetual FX Creative;Indie,Casual,Sports,Bowling
655370;Train Bandit;12.10.2017;0 - 20000;0;0;0.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese'];http://trainbandit.com;1;1;0;0;53;5;12;0;;0;Rusty Moyher;Indie,Action,Pixel Graphics,2D,Retro,Arcade,Score Attack,Minimalist,Comedy,Singleplayer,Fast-Paced,Casual,Funny,Parody,Difficult,Gore,Violent,Western,Controller,Blood
1732930;Jolt Project;17.11.2021;0 - 20000;0;0;4.99;0;['English', 'Portuguese - Brazil'];;1;0;0;0;0;0;0;0;;0;Campião Games;
1355720;Henosis™;23.07.2020;0 - 20000;0;0;5.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese'];https://henosisgame.com/;1;1;1;0;3;0;0;0;;0;Odd Critter Games;2D Platformer,Atmospheric,Surreal,Mystery,Puzzle,Survival,Adventure,Linear,Singleplayer,Experimental,Platformer,Precision Platformer,Puzzle-Platformer,2D,Stylized,Physics,Time Manipulation,Casual,Indie
1139950;Two Weeks in Painland;03.02.2020;0 - 20000;0;0;0;0;['English', 'Spanish - Spain'];https://www.unusual-games.com/home/;1;1;0;0;50;8;17;0;This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: violence, general Mature Content.;0;Unusual Games;Indie,Adventure,Nudity,Violent,Sexual Content,Story Rich
1469160;Wartune Reborn;26.02.2021;50000 - 100000;68;0;0;0;['English'];;1;0;0;0;87;49;0;0;;0;7Road;Turn-Based Combat,Massively Multiplayer,Multiplayer,RPG,Tactical RPG,Exploration,PvP,MMORPG,Turn-Based Strategy,God Game,Strategy,2.5D,Magic,Medieval,Mythology,Class-Based,Turn-Based Tactics,Singleplayer,Online Co-Op,Co-op
1659180;TD Worlds;09.01.2022;0 - 20000;3;0;10.99;1;['English', 'Russian', 'Danish'];;1;0;0;0;21;7;62;0;;0;MAKSIM VOLKAU;Tower Defense,Rogue-lite,RTS,Replay Value,Perma Death,2D,Isometric,Difficult,Rogue-like,Dynamic Narration,Stylized,Real Time Tactics,Strategy,Minimalist,Abstract,Tactical,Atmospheric,Singleplayer,Sci-fi,Mystery
1968760;Legend of Rome - The Wrath of Mars;05.05.2022;0 - 20000;2;0;9.99;0;['English', 'German'];http://magnussoft.biz/;1;0;0;0;0;0;0;0;;0;magnussoft;
1178150;MazM: Jekyll and Hyde;02.04.2020;0 - 20000;1;0;14.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean'];http://www.cfk.kr/;1;0;0;0;76;6;25;0;;0;Growing Seeds;Adventure,Simulation,RPG,Strategy,Singleplayer,Classic
320150;Deadlings: Rotten Edition;11.11.2014;50000 - 100000;0;0;3.99;0;['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Russian', 'Japanese'];http://www.omlgames.com;1;1;1;0;225;45;32;0;;703;ONE MORE LEVEL;Action,Indie,Adventure,Puzzle-Platformer,Arcade,Zombies
1026420;WARSAW;02.10.2019;20000 - 50000;5;0;23.99;0;['English', 'French', 'German', 'Polish', 'Russian'];http://warsawthegame.com;1;0;0;62;589;212;34;427;;67;Pixelated Milk;Tactical RPG,Turn-Based Strategy,Wargame,Historical,Strategy RPG,Perma Death,RPG,Difficult,Turn-Based Combat,2D,Rogue-lite,Party-Based RPG,Strategy,Comic Book,Team-Based,Female Protagonist,Turn-Based Tactics,Hand-drawn,Stylized,World War II
485000;Cthulhu Realms;01.07.2016;50000 - 100000;0;0;0;1;['English'];https://www.cthulhurealms.com/;1;1;0;0;147;58;0;0;;224;Wise Wizard Games, LLC;Card Game,Strategy,Deckbuilding,Lovecraftian,Board Game,Free to Play
1620060;Clockwork Dungeon;27.08.2021;0 - 20000;0;0;1.99;0;['English'];;1;0;0;0;5;0;25;0;;0;Beardlings LLC;Casual,Puzzle,2D,Singleplayer,Linear,Indie
825930;Royal Battleships;06.04.2018;20000 - 50000;0;0;2.99;0;['English'];;1;1;1;0;36;11;19;0;;11;Educational Games;Indie,Casual
1454010;Diary of Lucie;25.11.2020;0 - 20000;3;0;12.99;0;['English', 'Korean'];;1;0;0;0;100;5;0;0;;0;Parange Project;Action Roguelike,Action,Rogue-lite,RPGMaker,Mystery,Fantasy,Rogue-like,Dungeon Crawler,2D,Pixel Graphics,Early Access,Strategy,Top-Down,Indie,Magic,RPG,Adventure,Top-Down Shooter,Procedural Generation,Singleplayer
22670;Alien Breed 3: Descent;17.11.2010;200000 - 500000;3;0;9.99;0;['English', 'French', 'German', 'Italian', 'Japanese', 'Spanish - Spain'];http://www.team17.com/;1;0;0;64;349;134;13;285;;44;Team17 Digital Ltd;Action,Shooter,Sci-fi,Aliens,Third Person,Isometric,Top-Down Shooter,Co-op,Twin Stick Shooter,Top-Down,Singleplayer,Horror,Arcade
1330820;Hunting Unlimited 3;06.11.2020;0 - 20000;0;0;9.99;0;['English'];;1;0;0;0;17;0;0;0;;0;SCS Software;Simulation,Sports,Action,Hunting,Level Editor,3D,First-Person,Third Person,Casual,Inventory Management,Singleplayer
346560;Hero of the Kingdom II;20.02.2015;100000 - 200000;5;0;7.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Czech', 'Portuguese - Brazil', 'Hungarian', 'Polish', 'Italian', 'Dutch', 'Ukrainian', 'Danish', 'Simplified Chinese'];https://www.lonelytroops.com/hotk2/index.htm;1;1;1;0;2046;120;48;1615;;280;Lonely Troops;Adventure,Casual,Point & Click,RPG,Indie,Isometric,Singleplayer,Hidden Object,Pirates,Resource Management,Fantasy,Short,Medieval,Strategy,Story Rich,Colorful,Clicker
1097880;Super Naughty Maid 2;20.06.2019;0 - 20000;4;0;9.59;2;['English', 'Traditional Chinese'];;1;0;0;0;0;0;0;1144;This game depicts sexual acts between the player and a female character. All characters depicted are over the age of 18.;34;KENZsoft;
1362670;KHIO;24.07.2020;0 - 20000;0;0;9.99;0;['English'];https://khiogame.com/;1;0;0;0;3;1;0;0;;0;Necavare;Early Access,Adventure,Exploration,Survival,Rogue-like,Action Roguelike,Pixel Graphics,Open World,Atmospheric,Mystery,Building,PvE,Perma Death,Procedural Generation,Action,Singleplayer,Hunting,Crafting,Puzzle,Third Person
290870;Steam Squad;28.07.2016;20000 - 50000;0;0;17.99;1;['English', 'Russian', 'French', 'German'];http://steamsquad.net/;1;1;1;0;61;29;32;0;;0;Bretwalda Games;Strategy,Indie,Turn-Based,World War I,Steampunk,Alternate History,Turn-Based Tactics,Atmospheric,Wargame,Classic,Tactical
575760;Project: R.E.B.O.O.T 2;27.01.2017;20000 - 50000;10;0;2.99;0;['English'];;1;0;0;0;29;28;0;0;;337;Volens Nolens Games;Action,Adventure,Casual,Indie,Platformer,2D Platformer,2D,Psychological Horror,Linear,Singleplayer
434030;Aerofly FS 2 Flight Simulator;20.11.2017;100000 - 200000;19;0;37.49;23;['English', 'German', 'French'];https://www.aerofly.com/;1;1;1;0;1490;408;0;1831;;127;IPACS;Flight,Simulation,VR,Racing,Physics,Open World,Realistic,Education,Exploration,Jet,3D Vision,Relaxing,3D,Level Editor,America,Singleplayer,TrackIR,Early Access,Indie,Multiplayer
810740;Turtle Lu;22.03.2018;20000 - 50000;0;0;2.99;0;['English'];;1;0;0;0;4;10;0;0;;0;Falco Software;Action,Adventure,Indie,Casual,Platformer,Arcade,2D,Retro,Minimalist,Atmospheric,Singleplayer
2073470;Kanjozoku Game レーサー;16.07.2022;20000 - 50000;319;0;5.99;0;['English'];;1;0;0;0;392;57;0;493;;0;SGデベロッパー;Racing,Sports,Combat Racing,Driving,PvP,PvE,Automobile Sim,Arcade,3D,Third Person,Simulation,Open World,Anime,Realistic,Moddable,Atmospheric,Cinematic,1990's,Old School,Retro
589250;PowersVR;10.10.2020;0 - 20000;0;0;9.99;0;['English'];;1;0;0;0;37;22;4;0;;0;PseudoGames;Action,Indie,Simulation,VR,Superhero,Early Access,Comic Book
677880;Draw Your Game;10.08.2017;20000 - 50000;0;0;4.99;0;['English'];;1;0;0;0;18;50;43;0;;0;Zero One;Casual,Platformer,Hand-drawn
1294780;Pathfinders: Memories;16.02.2021;0 - 20000;0;0;2.99;0;['English', 'Italian', 'Portuguese - Brazil', 'Spanish - Latin America', 'Spanish - Spain', 'Portuguese'];https://menssanainteractive.com/pathfinders-memories/;1;1;0;0;38;4;60;0;;0;Mens Sana Interactive;Puzzle-Platformer,Education,Historical,Time Travel,Puzzle,Point & Click,Family Friendly,Cute,2D,Relaxing,Casual,Cartoony,Colorful,Sci-fi,Space,Cartoon,Singleplayer,Indie,Early Access,Mod
1342850;Bright Days in Quarantine;18.07.2020;0 - 20000;0;0;1.99;0;['English', 'Portuguese - Brazil'];;1;0;0;0;24;5;10;0;;0;Delta Arcade;Casual,Pixel Graphics,Funny,2D,Colorful,Cartoony,Family Friendly,Top-Down,Cute,Arcade,Time Management,Relaxing,Singleplayer,Emotional,Romance,Drama,Dynamic Narration,Resource Management,Perma Death,Simulation
1177420;邻居大叔/UncleNeighbor:uncle Dating Simulator;19.06.2020;0 - 20000;19;0;13.99;1;['Simplified Chinese', 'English', 'Portuguese - Brazil'];;1;1;0;0;0;0;73;668;This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work Download only for players over 18 years old.;0;GameUncle;
793990;Dupio;06.03.2018;0 - 20000;0;0;11.99;0;['English'];;1;0;0;0;23;18;22;0;;0;NedoStudio;Indie,Casual
1727670;Home Office Tasker;08.09.2021;0 - 20000;0;0;0.99;0;['English', 'Russian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'French'];;1;0;0;0;11;4;0;0;;0;lonch.me;Utilities,Time Management,Time Manipulation,Software,Management
955490;Terror In The Atomic Desert;22.03.2019;0 - 20000;0;0;2.99;0;['English'];https://www.facebook.com/TensionSplice;1;0;0;0;8;4;11;0;;0;TensionSplice;Adventure,Indie,Horror,Puzzle,First-Person,Satire,Driving,Comedy,Atmospheric,Walking Simulator,Exploration,Post-apocalyptic,Sci-fi,Parody,Funny,Story Rich,Local Multiplayer,Singleplayer
552350;Unhappy Ever After;20.01.2017;20000 - 50000;0;0;0.99;2;['English'];;1;1;1;0;16;10;0;0;;218;Warped Tales;Adventure,Indie,RPG,RPGMaker,Dark Fantasy,Fantasy,Magic,Dark Comedy
42500;DogFighter;14.06.2010;100000 - 200000;1;0;0.99;0;['English'];http://www.dogfighter-game.com;1;0;0;0;258;166;29;210;;739;Dark Water Studios Ltd;Action,Indie,Flight,Arcade,Multiplayer,Singleplayer
1195610;March Of Soldiers;01.07.2020;0 - 20000;0;0;1.99;0;['English'];;1;0;0;0;1;0;0;0;;0;FAYEZ ALRASHEEDI,WADE AIZOUKY,KHALED ALRASHEEDI;Strategy,Action,Early Access,Story Rich,Multiplayer,2D,Singleplayer,Classic
1095380;Bepuzzled Kittens Jigsaw Puzzle;11.06.2019;0 - 20000;0;0;1.99;0;['English'];;1;1;1;0;7;2;0;0;;0;Team Spikkeee;Casual,Puzzle,Cats,Cute,Psychological Horror
1158910;Dream Detective;04.12.2019;0 - 20000;0;0;7.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Traditional Chinese', 'Portuguese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Korean', 'Simplified Chinese'];https://www.dreamdetectivegame.com/;1;0;0;0;16;8;0;0;;0;Century Game;Adventure,Indie,Casual,Puzzle,Hand-drawn,Hidden Object
1194940;Tower of Shades;15.01.2020;0 - 20000;0;0;1.99;0;['English'];;1;0;0;0;35;8;0;0;;0;Lame Jam;RPG,Indie,Turn-Based Combat,Singleplayer,Action,Fantasy,2D,Pixel Graphics,Short,Female Protagonist,Turn-Based,Great Soundtrack,Difficult,Beautiful
262150;Vanguard Princess;03.03.2014;200000 - 500000;1;0;2.49;7;['English'];http://www.eigoMANGA.com/vanguard;1;1;1;0;2014;841;0;1477;;425;Tomoaki Sugeno;Anime,Fighting,2D Fighter,Indie,Female Protagonist,Action,Nudity,Casual,2D,Mature,Cute,Arcade,Sexual Content,Singleplayer,Beat 'em up,Local Multiplayer,Local Co-Op,Multiplayer,Great Soundtrack,Cartoon
1192900;IRON REBELLION;09.11.2021;50000 - 100000;2;0;11.99;0;['English'];https://www.iron-rebellion.com/;1;0;0;0;168;39;0;186;Iron Rebellion has elements of sci-fi combat with laser guns, missiles, and explosions.;48;Black Beach Studio;Early Access,VR,Mechs,Action,Team-Based,Multiplayer,FPS,Simulation,Indie,Futuristic,Space,Robots,Cyberpunk,Dystopian,Shooter,Destruction,Strategy,Sci-fi,Retro,Mars,VR Only
866150;Treasures of the Ancients: Egypt;06.06.2018;50000 - 100000;0;0;0.99;0;['English'];;1;0;0;0;55;91;0;0;;0;Garage Games,Jan Hess;Adventure,Indie,Casual,Platformer
231330;Deadfall Adventures;15.11.2013;100000 - 200000;4;0;19.99;0;['English', 'German', 'Polish', 'French', 'Russian'];http://www.deadfall-game.com/;1;0;1;53;1716;628;50;1140;;324;The Farm 51;Adventure,Action,FPS,Shooter,Multiplayer,First-Person,Singleplayer,Puzzle,Zombies,Co-op,Indie,Horror,Survival,Exploration,Open World,Action-Adventure,World War II,Strategy
1056520;Who We Are Now;07.05.2019;0 - 20000;0;0;14.99;2;['English'];;1;1;1;0;0;0;0;0;Please note that Who We Are Now contains explicit sexual scenes between men. These scenes are optional.;0;Chroma Field Games;
897820;Reigns: Game of Thrones;18.10.2018;50000 - 100000;2;0;3.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese'];http://www.reignsgame.com;1;1;1;84;698;203;10;815;;83;Nerial;RPG,Indie,Card Game,Adventure,Choices Matter,2D,Medieval,Singleplayer,Minimalist,Choose Your Own Adventure,Strategy,Story Rich,Dark Humor,Great Soundtrack,Difficult,Dark Comedy,Funny,Comedy,Cute
658970;CasinoRPG;16.01.2018;50000 - 100000;19;0;0;0;['English'];https://casinorpg.com;1;1;0;0;138;84;211;0;;2;GoldFire Studios;Simulation,Massively Multiplayer,RPG,Management,Gambling,Card Game,City Builder,Building,Free to Play,Casual,Indie,Multiplayer,Open World,MMORPG,Colorful,Isometric,Kickstarter,Character Customization,Solitaire,Time Management
1777550;Fuyu no Tsuma;15.10.2021;0 - 20000;0;0;1.99;0;['English'];;1;0;0;0;2;2;0;0;;0;玫瑰工作室;Adventure,Indie,Casual,Puzzle,Hentai,Anime,2D,Colorful,Cute,Atmospheric,Story Rich,Singleplayer,Shooter,Sexual Content,Mature,Visual Novel,Dating Sim,Action
552520;Far Cry® 5;26.03.2018;2000000 - 5000000;2164;17;59.99;5;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese'];https://far-cry.ubisoft.com/;1;0;0;0;100620;25286;0;114588;;1756;Ubisoft Montreal,Red Storm,Ubisoft Shanghai,Ubisoft Toronto,Ubisoft Kiev;Open World,Co-op,Action,Multiplayer,FPS,Shooter,Adventure,Singleplayer,First-Person,Story Rich,Survival,Stealth,America,Exploration,Hunting,Atmospheric,Character Customization,Great Soundtrack,Sexual Content,Nudity
718350;Loot Collection: Mahjong;05.10.2017;20000 - 50000;0;0;0.55;0;['English'];https://store.steampowered.com/publisher/boogygames;1;0;0;0;2;3;0;0;;0;Boogygames Studios;Hidden Object,Match 3,Puzzle,Board Game,Point & Click,Tabletop,Strategy,2D,Relaxing,Casual,Simulation,Hand-drawn,Minimalist,Fantasy,Loot,Adventure,Singleplayer,Indie
433450;INFERNO CLIMBER;08.09.2016;0 - 20000;0;0;14.99;0;['English', 'Japanese', 'Simplified Chinese', 'Korean'];http://www.arcsystemworks.jp/InfernoClimber/;1;0;0;0;60;46;34;0;;0;Arc System Works;RPG,Action,Dark Fantasy,Souls-like,Atmospheric,Singleplayer,Cute,Difficult,Survival
1709450;Grim Tales: The Heir Collector's Edition;30.07.2021;20000 - 50000;1;0;9.99;0;['English'];;1;0;0;0;7;1;0;0;;0;Elephant Games;Hidden Object,Puzzle,Point & Click,Female Protagonist,Detective,Casual,Linear,Story Rich,Colorful,Fantasy,Magic,Atmospheric,Investigation,Adventure,Mystery,Dark,Singleplayer
1431470;Mythos Ever After: A Cthulhu Dating Sim;28.10.2020;0 - 20000;0;0;4.99;0;['English'];;1;0;1;0;1;0;18;0;Sexual innuendo.;0;Stegalosaurus Game Development;Dating Sim,Visual Novel,Lovecraftian,Story Rich,Interactive Fiction,Dinosaurs,2D,Cute,Romance,Life Sim,Casual,Funny,Horror,Conversation,Colorful,Cartoony,Demons,Fantasy,Sci-fi,Adventure
1794920;Pool Adventure;07.11.2021;0 - 20000;0;0;0.99;0;['English'];;1;0;0;0;0;0;0;0;WARNING! This game is for adults only and it includes explicit, sexual content that some viewers may find offensive. The characters shown in the game are all over 18 years old.;0;Uintani;
1959480;Eternal Edge+ Prologue;05.05.2022;0 - 0;0;0;0;0;['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Turkish', 'Italian', 'Spanish - Latin America'];https://www.righteousweaselgames.com/;1;0;0;0;0;0;0;0;;0;Righteous Weasel Games,Ignatios Prouctions LLC;
763550;A Journey Through Valhalla;12.09.2021;0 - 20000;0;0;5.99;0;['English'];https://valhalla-game.com;1;0;0;0;3;3;20;0;;0;Team Sämst;Souls-like,Co-op,Dungeon Crawler,PvE,RPG,Action RPG,Action-Adventure,Action,3D,Third Person,Colorful,Fantasy,Loot,Magic,Medieval,Adventure,Mythology,Combat,Multiplayer,Co-op Campaign
1445370;COUNTDOWN;10.01.2021;0 - 20000;0;0;0.99;0;['English'];;1;0;0;0;6;1;0;0;;0;Hello Friend LLC;Social Deduction,PvP,Survival,Sci-fi,Space,Strategy,Multiplayer,Online Co-Op,3D,Third Person,First-Person,Psychological Horror,Team-Based,Action,Stealth,Tactical,Hacking,Futuristic,Co-op,Early Access
464230;Colours of Magic: Aqua Teeter;25.04.2016;20000 - 50000;1;0;0.99;0;['English', 'Russian', 'Portuguese', 'Portuguese - Brazil', 'Ukrainian'];https://www.facebook.com/coloursofmagicgame/;1;1;1;0;69;17;17;0;;340;RunServer;Casual,Indie,Puzzle,Singleplayer,Hand-drawn,Family Friendly,Colorful,Relaxing,Cute,Top-Down,Cartoon
1293830;Forza Horizon 4;09.03.2021;2000000 - 5000000;7571;0;59.99;15;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish'];http://www.forzamotorsport.net;1;0;0;0;122539;15095;178;126316;;2518;Playground Games;Racing,Open World,Driving,Multiplayer,Online Co-Op,Automobile Sim,Singleplayer,Realistic,Adventure,PvP,Arcade,Controller,Simulation,Exploration,Action,Sports,Great Soundtrack,Atmospheric,First-Person,Funny
1509640;Viking Warrior;19.01.2021;0 - 20000;0;0;3.99;0;['English'];;1;0;0;0;2;17;0;0;This game contain violence as fighting, shooting with different type of enemies;0;VikingWarrior;Action,Adventure,RPG,Souls-like,Action-Adventure,Character Action Game,3D Platformer,3D,Realistic,Third Person,Dark,Fantasy,Magic,Medieval,Archery,Combat,Singleplayer,Violent,Indie
1135380;不可思议佣兵团;03.10.2019;0 - 20000;0;0;3.99;0;['Simplified Chinese'];;1;0;0;0;6;4;0;0;;0;折凳工作室;Sexual Content,Nudity,Indie,Visual Novel
1944730;Square Keeper;09.06.2022;0 - 20000;0;0;4.99;0;['English'];https://www.jandusoft.com/squarekeeper;1;0;0;0;10;0;12;0;;0;KanakStudio;Casual,Adventure,Puzzle,Card Battler,2D,Pixel Graphics,Logic,Grid-Based Movement,Singleplayer,Indie,Arcade,Card Game
1144900;Pension Day;03.09.2019;20000 - 50000;0;0;0.99;0;['English'];;1;0;0;0;0;1;0;0;There is a small amount of mildly offensive language.;0;Julian Henley;Action,Casual,Arcade,Pixel Graphics,2D,Cartoony,Funny,Linear,Singleplayer
306350;Slipstream 5000;09.10.2015;200000 - 500000;1;0;2.99;0;['English'];http://www.funboxmedia.co.uk/;1;0;0;0;283;92;0;0;;183;Gremlin Interactive,The Software Refinery;Racing,Sports,Action,Retro,1990's,Classic
1684530;100 Doors: Escape from Work;01.03.2022;0 - 20000;0;0;9.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Turkish', 'Vietnamese', 'Simplified Chinese'];;1;1;0;0;7;2;14;0;;0;Peaksel;Puzzle,Escape Room,Hidden Object,Logic,Singleplayer,Colorful,Family Friendly,Stylized,Casual,2D,3D,Cartoony,Female Protagonist,Adventure,Point & Click,Exploration
1557480;Project MIKHAIL: A Muv-Luv War Story;01.11.2021;20000 - 50000;16;0;19.99;0;['English', 'Japanese'];https://www.project-mikhail.com;1;0;0;0;328;253;0;563;;670;aNCHOR Inc.,fuzz, Inc.;Anime,Mechs,Hack and Slash,Strategy,Sci-fi,Simulation,Dark,Robots,Action RPG,Action-Adventure,RPG,Action,Third Person,Adventure,Tactical,Swordplay,Spectacle fighter,Early Access,PvP,Singleplayer
1128520;Rezist: Tower Defense;26.09.2019;0 - 20000;0;0;0.99;0;['English'];;1;0;0;0;8;0;0;0;;0;SparkGames;Strategy,Indie
12140;Max Payne;06.01.2011;500000 - 1000000;49;17;3.49;0;['English'];http://www.rockstargames.com/maxpayne/;1;0;0;89;9516;1114;0;8684;;168;Remedy Entertainment;Action,Noir,Classic,Third-Person Shooter,Bullet Time,Story Rich,Atmospheric,Dark,Third Person,Singleplayer,Shooter,Great Soundtrack,Detective,Cinematic,Linear,Crime,Violent,Adventure,Horror,Psychological Horror
1647430;Black Mansion;15.06.2021;20000 - 50000;0;0;6.99;0;['English', 'Japanese', 'Korean', 'Simplified Chinese'];;1;0;0;0;1;0;0;0;The black mansion includes bloodshed, such as being fragmented by a cog wheel or being stamped on a thorn when a character is caught in various traps.;0;PICTOLOGI;Action,Adventure,Action-Adventure,Arcade,Puzzle,Exploration,2D,Anime,1990's,America,Atmospheric,Building,Crime,Dark,Dark Fantasy,Drama,Mystery,Psychological Horror,Surreal,Survival Horror
1845050;Mirrorama;12.01.2022;0 - 20000;0;0;7.49;0;['English'];;1;1;1;0;17;0;13;0;;0;Berry Berry Niceu;3D Platformer,Casual,Puzzle-Platformer,Colorful,Atmospheric,Puzzle,Mystery,Platformer,Cute,First-Person,Relaxing,Stylized,1990's,3D,Adventure,Physics,Indie,Singleplayer,Time Manipulation
1163340;Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare;05.06.2020;0 - 20000;8;0;29.99;3;['English', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Italian'];https://carrier-battles.com;1;1;0;0;180;27;0;185;;78;Avalon Digital,Cyril Jarnot;Strategy,Simulation,Wargame,Historical,Turn-Based Strategy,Naval Combat,Indie,Asynchronous Multiplayer,World War II
1608620;Ballistic Machines;11.06.2021;0 - 20000;0;0;1.99;0;['English'];;1;0;0;0;0;0;0;0;;0;Ballistic Machine;
541570;Sally Face - Episode One;14.12.2016;500000 - 1000000;133;0;2.99;1;['English', 'Russian', 'Italian', 'German', 'Traditional Chinese', 'Portuguese - Brazil'];http://portablemoose.com/;1;1;1;0;11739;367;35;11287;Strong Language, Violence, Blood and Gore;282;Portable Moose;Story Rich,Psychological Horror,Dark,Horror,Indie,Adventure,Mystery,Atmospheric,Singleplayer,Point & Click,Puzzle,Narrative,Hand-drawn,Interactive Fiction,Supernatural,2D,Emotional,Demons,Dark Humor,Casual
1119070;Shibui Coliseum;29.10.2019;0 - 20000;0;0;5.99;0;['English'];http://www.soiree.info/shibui.html;1;0;0;0;0;0;0;0;;0;Soiree Games;
1292520;Crimson Spires;27.10.2020;0 - 20000;1;0;19.99;1;['English'];http://woodsy-studio.com/crimson-spires/;1;0;0;0;51;6;14;0;This game contains suspenseful horror and some fantasy violence including blood, but not extreme gore. There is vulgar language and cursing. Sexual content includes fade-to-black sexual descriptions and illustrations, but not explicit. There is also drug usage and references to drug abuse.;0;Woodsy Studio;Indie,Adventure,Sexual Content,Visual Novel,Vampire,Romance,Otome,Horror
1467330;Endline;29.03.2021;0 - 20000;0;0;4.99;0;['English', 'French'];;1;0;1;0;1;0;12;0;;0;Miniced;Bullet Hell,Shoot 'Em Up,Action,Top-Down Shooter,Shooter,Arcade,2.5D,Top-Down,Nonlinear,Colorful,Minimalist,Indie,Stylized,Family Friendly,Score Attack,Psychedelic,Singleplayer
1624600;Realms VR;30.09.2021;0 - 20000;0;0;4.24;0;['English'];;1;0;0;0;7;2;0;0;Realms VR can contain low levels of violence In some game modes. Such as shooting characters and AI, in some cases may show very little blood like effects.;0;Madman Games,RattlerCreed;Early Access,Arena Shooter,FPS,Hack and Slash,Runner,Shoot 'Em Up,Flight,Racing,Puzzle,Sailing,Sports,PvE,PvP,Competitive,Shooter,Arcade,Action-Adventure,Character Customization,VR,3D
870000;AmazeD 3D;14.07.2018;0 - 20000;0;0;0;0;['English'];http://www.retrovergames.net;1;1;0;0;4;6;10;0;;0;Retrover Games;Casual,RPG,Strategy,Adventure,Indie
1621490;MagicShop3D;19.06.2022;0 - 20000;1;0;9.99;0;['English'];;1;0;0;0;0;0;0;0;This game contains full body nudity, erotic dialogue, strong language, and consensual sex acts. Contains cosplay , parody sexual themes.;0;FireArmGames;
768060;The Warrior Of Treasures;03.01.2018;0 - 20000;0;0;0.49;0;['English'];;1;0;0;0;31;13;0;0;;0;Tero Lunkka,BlackThug;Action,Adventure,Indie
1746130;Onmyoji in the Otherworld: Sayaka's Story;21.09.2021;0 - 20000;0;0;19.99;0;['English', 'Simplified Chinese', 'Traditional Chinese'];;1;0;0;0;0;0;0;0;This game contains explicit sexual content, including depictions of sexual behavior. All characters are over the age of 18.;0;Debonosu Works;
1281400;Good Knight;17.09.2021;20000 - 50000;1;0;14.99;0;['English', 'Simplified Chinese'];https://www.doublethinkgames.com;1;0;1;0;69;0;24;0;The game contains stylish abstract blood, hack slash style violence, demonic world, and naked demon with a doll anatomy.;0;Team Good Knight;Early Access,Funny,Score Attack,Fast-Paced,Difficult,Dark Fantasy,Bullet Hell,Gothic,Rhythm,Dark Humor,Dark Comedy,Dark,Arcade,Mythology,Stylized,Co-op,Top-Down Shooter,Psychedelic,Psychological,Casual
372890;Red Crow Mysteries: Legion;28.05.2015;20000 - 50000;0;0;3.99;0;['English'];https://cateia.com/game/red-crow-mysteries-legion/;1;0;0;0;10;26;0;0;;0;Cateia Games;Hidden Object,Puzzle,Point & Click,Female Protagonist,2D,First-Person,Detective,Surreal,Casual,Colorful,Dark Fantasy,Fantasy,Logic,Demons,Atmospheric,Investigation,Mystery,Adventure,Conspiracy,Dark
